AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015758776.1	GASU01085523.1	adi_EST_assem_14522	NA	contig108609	c008100	NA	Contig_19385	NA	NA	NA	comp13534_c0_seq1	NA	comp39200_c0_seq1	isotig04086	FX437205.1	Unigene148567_Mix_Normal_N	NA	bu_91849.1_lrc20826	c29744_g1_i1	comp28618_c0_seq1	NA	NA	comp240508_c0_seq2
XP_015772497.1	GASU01014922.1	adi_EST_assem_6401	NA	NA	c014274	Locus_11564_Transcript_2/3_Confidence_1.0_Length_2008	Contig_15088	NA	NA	NA	comp9064_c0_seq1	jgi|Nemve1|170798|estExt_gwp.C_1570060	NA	NA	NA	NA	NA	NA	c56305_g1_i3	NA	NA	NA	NA
XP_015775004.1	NA	adi_EST_assem_2225	NA	NA	c016913	NA	NA	NA	NA	NA	NA	jgi|Nemve1|108165|e_gw.89.13.1	NA	NA	FX465859.1	NA	NA	NA	NA	NA	NA	NA	comp248561_c0_seq6
XP_015749362.1	GASU01071065.1	adi_EST_assem_23662	comp65991_c0_seq1	NA	NA	NA	Contig_35551	isotig12023	NA	comp1267_c0_seq2	NA	jgi|Nemve1|94277|e_gw.35.144.1	NA	NA	NA	NA	NA	bu_91849.1_c20258	NA	NA	comp19410_c0_seq1	Spi_isotig11743	NA
XP_015766644.1	GASU01093898.1	adi_EST_assem_14468	comp69439_c0_seq1	NA	c018374	Locus_15794_Transcript_1/1_Confidence_1.0_Length_1260	Contig_26698	NA	comp55426_c0_seq1	NA	NA	jgi|Nemve1|228748|fgenesh1_pm.scaffold_33000001	NA	NA	NA	Unigene79760_Mix_Normal_N	NA	NA	c56589_g11_i2	comp109785_c0_seq2	comp36397_c0_seq1	Spi_isotig05852	comp229270_c0_seq1
XP_015774357.1	NA	adi_EST_assem_14471	NA	NA	c016008	NA	Contig_34179	isotig02292	NA	NA	NA	jgi|Nemve1|236584|estExt_fgenesh1_kg.C_260018	NA	NA	FX491426.1	NA	c17362_g1_i1	bu_91849.1_c21666	c57789_g1_i1	comp165446_c0_seq1	NA	NA	comp223396_c0_seq1
XP_015778674.1	GASU01012740.1	NA	NA	NA	c005315	NA	NA	NA	comp67828_c0_seq1	comp119846_c0_seq1	comp79301_c0_seq1	NA	NA	NA	FX465143.1	NA	NA	NA	c46710_g1_i1	NA	NA	NA	NA
XP_015752414.1	NA	NA	NA	NA	c014587	NA	Contig_17257	NA	NA	NA	comp137272_c0_seq1	jgi|Nemve1|169225|estExt_gwp.C_1220087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250327_c0_seq2
XP_015755405.1	GASU01042684.1	NA	NA	NA	c008052	Locus_11979_Transcript_2/3_Confidence_1.0_Length_2755	NA	isotig09287	NA	comp117743_c0_seq2	NA	jgi|Nemve1|82501|e_gw.6.35.1	NA	NA	FX463689.1	NA	NA	NA	c46001_g1_i1	NA	NA	Spi_isotig04825	NA
XP_015768158.1	NA	NA	NA	NA	NA	Locus_14827_Transcript_1/1_Confidence_1.0_Length_1173	NA	NA	comp61799_c0_seq1	comp75925_c0_seq1	NA	jgi|Nemve1|98128|e_gw.48.23.1	NA	NA	NA	NA	NA	NA	c121984_g1_i1	comp32794_c0_seq2	NA	NA	NA
XP_015776367.1	NA	adi_EST_assem_1113	NA	contig177188	c026023	NA	Contig_40253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015775596.1	GASU01079472.1	adi_EST_assem_12444	comp243747_c0_seq1	NA	NA	Locus_7398_Transcript_1/1_Confidence_1.0_Length_1078	NA	NA	comp10568_c0_seq1	comp76670_c0_seq1	comp66734_c0_seq2	jgi|Nemve1|212276|fgenesh1_pg.scaffold_153000002	NA	GCKDGN101A9IY8	FX448407.1	NA	c2010_g1_i1	bu_91849.1_c17631	c56854_g1_i2	comp49279_c0_seq2	comp26400_c0_seq3	NA	comp253803_c3_seq3
XP_015751141.1	NA	NA	NA	NA	c012936	NA	Contig_1805	NA	comp38880_c0_seq2	comp81374_c0_seq2	NA	jgi|Nemve1|243437|estExt_fgenesh1_pg.C_880089	comp45294_c0_seq8	NA	FX460965.1	NA	NA	NA	c56689_g1_i2	NA	comp48406_c0_seq1	NA	comp258042_c1_seq3
XP_015768164.1	NA	adi_EST_assem_9346	comp103444_c0_seq1	NA	c007144	Locus_12669_Transcript_1/1_Confidence_1.0_Length_1161	Contig_24442	NA	NA	comp37335_c0_seq1	comp28571_c0_seq2	jgi|Nemve1|246590|estExt_fgenesh1_pg.C_2280026	comp44506_c0_seq1	NA	FX458834.1	Unigene71749_Mix_Normal_N	NA	NA	NA	NA	comp29516_c0_seq1	NA	NA
XP_015764316.1	NA	NA	comp2721_c1_seq1	contig176837	NA	Locus_5700_Transcript_2/3_Confidence_1.0_Length_385	Contig_14846	NA	NA	comp1423_c0_seq2	NA	jgi|Nemve1|170417|estExt_gwp.C_1470068	NA	isotig11291	FX440091.1	Unigene135559_Mix_Normal_N	c10284_g1_i1	NA	c50471_g1_i1	comp1198_c0_seq1	comp897_c0_seq1	Spi_isotig13373	NA
XP_015765931.1	GASU01092980.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|180858|estExt_GenewiseH_1.C_220343	NA	NA	FX446577.1	NA	c853_g1_i1	bu_91849.1_c17589	c52428_g1_i2	NA	NA	NA	NA
XP_015779439.1	GASU01043859.1	NA	NA	NA	c000905	NA	NA	NA	comp61033_c0_seq1	NA	comp102548_c0_seq1	NA	NA	NA	FX462228.1	NA	NA	NA	c54550_g1_i1	NA	NA	NA	comp260357_c0_seq2
XP_015760696.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp35985_c0_seq1	NA	FX480443.1	Unigene139235_Mix_Normal_N	c415_g1_i2	NA	NA	NA	NA	NA	NA
XP_015761632.1	NA	NA	NA	NA	NA	NA	Contig_4613	NA	NA	NA	comp13635_c0_seq1	NA	NA	NA	FX439605.1	Unigene47754_Mix_Normal_N	NA	bu_91849.1_c5378	c55243_g1_i1	NA	comp10046_c0_seq1	NA	NA
XP_015762459.1	GASU01086756.1	adi_EST_assem_14816	NA	NA	c021953	Locus_15113_Transcript_1/1_Confidence_1.0_Length_789	NA	NA	NA	NA	NA	NA	comp67652_c0_seq1	NA	NA	NA	c16267_g1_i2	bu_91849.1_c35145	NA	comp71625_c0_seq1	NA	NA	NA
XP_015764923.1	GASU01079452.1	adi_EST_assem_4199	NA	NA	c003387	NA	Contig_35328	NA	comp1345_c3_seq68	NA	comp92768_c0_seq1	jgi|Nemve1|177384|estExt_GenewiseH_1.C_20589	comp45573_c0_seq18	NA	FX447942.1	NA	NA	NA	c59533_g1_i1	NA	NA	NA	NA
XP_015747415.1	GASU01081394.1	adi_EST_assem_5827	NA	NA	c004247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp230149_c0_seq4
XP_015757695.1	NA	NA	NA	NA	c005100	NA	NA	NA	NA	NA	NA	jgi|Nemve1|91842|e_gw.28.159.1	NA	NA	FX469286.1	NA	NA	NA	c48570_g1_i1	NA	NA	NA	comp256203_c0_seq2
XP_015755431.1	GASU01089503.1	NA	NA	NA	c018345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c22582	NA	NA	NA	Spi_isotig06693	NA
XP_015769495.1	NA	NA	NA	NA	NA	NA	NA	NA	comp9319_c0_seq1	NA	NA	jgi|Nemve1|245733|estExt_fgenesh1_pg.C_1740011	NA	NA	NA	NA	NA	bu_91849.1_c1769	NA	NA	NA	NA	NA
XP_015764411.1	NA	adi_EST_assem_1569	NA	contig169192	c029583	NA	Contig_7064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015754369.1	NA	adi_EST_assem_452	NA	NA	c005418	Locus_9546_Transcript_2/2_Confidence_1.0_Length_942	Contig_135	NA	NA	NA	NA	jgi|Nemve1|160457|estExt_gwp.C_130415	NA	isotig05967	FX458701.1	Unigene68072_Mix_Normal_N	c16862_g1_i1	NA	c61143_g4_i1	comp16404_c1_seq2	comp2745_c0_seq1	Spi_isotig06916	comp212862_c0_seq3
XP_015766596.1	GASU01020728.1	adi_EST_assem_12292	NA	NA	c014977	NA	Contig_36283	NA	comp38617_c0_seq1	comp90096_c0_seq1	NA	jgi|Nemve1|242776|estExt_fgenesh1_pg.C_710087	NA	NA	FX439270.1	NA	c16570_g1_i2	bu_91849.1_c24109	c60856_g3_i1	comp132274_c0_seq1	comp10772_c0_seq1	Spi_isotig08766	NA
XP_015775284.1	GASU01004056.1	adi_EST_assem_4777	NA	NA	c030982	NA	Contig_41543	NA	comp60890_c0_seq1	NA	comp55026_c0_seq1	NA	comp31704_c0_seq1	isotig10502	FX505098.1	Unigene100225_Mix_Normal_N	c7963_g1_i1	NA	c54542_g1_i1	comp35961_c0_seq1	comp10698_c0_seq1	Spi_isotig11886	NA
XP_015769206.1	GASU01071039.1	adi_EST_assem_13486	NA	NA	c004685p	NA	Contig_9565	isotig18019	comp46585_c0_seq1	comp112926_c0_seq1	NA	NA	NA	NA	FX464759.1	NA	NA	bu_91849.1_c18593	c62279_g5_i3	NA	NA	Spi_isotig03229	comp251585_c0_seq2
XP_015755240.1	NA	NA	NA	NA	c027625	NA	Contig_26726	NA	comp95122_c0_seq1	comp228568_c0_seq1	NA	NA	NA	NA	FX483286.1	NA	NA	NA	c42490_g1_i1	comp89984_c0_seq1	NA	NA	comp263145_c0_seq2
XP_015747478.1	NA	NA	NA	NA	c001688p	NA	NA	NA	comp152793_c0_seq1	NA	comp85144_c0_seq1	jgi|Nemve1|51000|gw.286.74.1	NA	NA	FX505289.1	NA	NA	NA	c51295_g1_i1	NA	NA	NA	comp261346_c2_seq1
XP_015763867.1	GASU01021924.1	adi_EST_assem_17852	NA	NA	c005749	NA	Contig_12509	NA	comp54255_c0_seq1	comp155578_c0_seq1	comp37262_c0_seq1	NA	NA	NA	FX461804.1	Unigene15736_Mix_Normal_N	NA	NA	NA	comp127313_c0_seq4	NA	NA	NA
XP_015771139.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp194348_c0_seq1	NA	jgi|Nemve1|194423|estExt_GenewiseH_1.C_3730030	NA	NA	FX490518.1	NA	NA	NA	NA	NA	NA	NA	comp257417_c0_seq2
XP_015756541.1	GASU01031146.1	NA	NA	NA	NA	Locus_4234_Transcript_1/3_Confidence_1.0_Length_804	Contig_4097	isotig11710	NA	NA	NA	jgi|Nemve1|181320|estExt_GenewiseH_1.C_260349	NA	NA	FX478141.1	NA	NA	NA	NA	comp24550_c0_seq2	comp27640_c0_seq2	NA	NA
XP_015773644.1	GASU01086133.1	adi_EST_assem_14769	NA	NA	c012846	NA	Contig_13986	NA	comp50569_c0_seq1	NA	comp118157_c0_seq1	jgi|Nemve1|125309|e_gw.218.76.1	NA	NA	NA	Unigene123647_Mix_Normal_N	c402_g1_i1	bu_91849.1_c20540	c20375_g1_i2	NA	NA	Spi_isotig09808	NA
XP_015765195.1	NA	adi_EST_assem_7541	NA	NA	c012510	NA	Contig_20925	NA	NA	NA	NA	NA	comp44957_c0_seq3	NA	FX472258.1	NA	NA	NA	NA	NA	NA	NA	comp255500_c0_seq6
XP_015772233.1	GASU01004642.1	NA	NA	NA	NA	NA	Contig_22968	isotig11905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252519_c0_seq5
XP_015759139.1	GASU01080679.1	adi_EST_assem_3023	NA	NA	c015084	Locus_16258_Transcript_1/1_Confidence_1.0_Length_1559	NA	NA	NA	comp113000_c0_seq1	comp17874_c0_seq1	NA	NA	NA	FX459618.1	Unigene7041_Mix_Normal_N	NA	bu_91849.1_c19942	c61084_g4_i2	comp36061_c0_seq1	NA	NA	comp244573_c0_seq2
XP_015766989.1	GASU01014884.1	NA	comp8117_c0_seq1	NA	c018297	NA	Contig_739	NA	NA	comp6100_c0_seq1	comp22986_c0_seq1	NA	NA	isotig03877	NA	NA	NA	bu_91849.1_c2443	NA	NA	NA	Spi_isotig06566	comp251653_c0_seq1
XP_015755317.1	GASU01017701.1	NA	NA	NA	c004013	NA	Contig_13120	NA	NA	NA	NA	NA	NA	NA	FX442505.1	NA	NA	NA	c60503_g1_i3	NA	NA	NA	NA
XP_015758530.1	GASU01086630.1	adi_EST_assem_11272	NA	NA	c017757	NA	Contig_11022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015778480.1	GASU01041521.1	adi_EST_assem_2218	comp32862_c0_seq1	NA	c013664	Locus_2109_Transcript_1/1_Confidence_1.0_Length_459	Contig_6552	isotig13180	NA	comp91397_c0_seq1	NA	NA	NA	isotig09023	FX498033.1	NA	c14497_g1_i1	bu_91849.1_c39400	c34160_g1_i1	comp205350_c0_seq1	NA	NA	NA
XP_015775304.1	NA	adi_EST_assem_13664	NA	NA	c009989	NA	Contig_37236	NA	comp206431_c0_seq1	NA	comp117266_c0_seq1	NA	NA	NA	FX448418.1	NA	NA	NA	c42974_g1_i1	NA	NA	NA	NA
XP_015778570.1	NA	adi_EST_assem_17758	NA	NA	c021231	NA	Contig_7128	NA	NA	NA	NA	NA	NA	NA	FX481561.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764511.1	NA	NA	comp22285_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|83635|e_gw.8.49.1	NA	NA	FX436764.1	NA	NA	NA	c61441_g1_i4	NA	NA	NA	NA
XP_015776419.1	GASU01044842.1	NA	NA	NA	c019735	NA	Contig_4338	NA	NA	NA	NA	jgi|Nemve1|239523|estExt_fgenesh1_pg.C_160026	NA	NA	NA	NA	NA	NA	c50213_g1_i1	NA	NA	NA	NA
XP_015767553.1	NA	NA	NA	NA	NA	NA	NA	NA	comp38156_c0_seq1	NA	comp61626_c0_seq2	jgi|Nemve1|243483|estExt_fgenesh1_pg.C_890067	NA	NA	FX439411.1	Unigene124362_Mix_Normal_N	NA	NA	c56682_g1_i1	NA	NA	NA	NA
XP_015769656.1	NA	NA	NA	NA	c013287	NA	Contig_12491	NA	comp38012_c0_seq1	NA	NA	NA	NA	NA	FX462510.1	NA	NA	NA	c54997_g1_i1	NA	NA	NA	comp242750_c0_seq1
XP_015752568.1	NA	NA	NA	NA	c013841	NA	Contig_24281	NA	NA	NA	comp66561_c0_seq1	NA	NA	NA	FX453131.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015778351.1	GASU01030814.1	NA	NA	contig600002	c027013	NA	Contig_5651	isotig12731	NA	NA	comp7645_c0_seq3	jgi|Nemve1|206164|fgenesh1_pg.scaffold_67000009	NA	NA	FX458980.1	Unigene126780_Mix_Normal_N	c12160_g1_i2	NA	c14701_g1_i1	NA	NA	NA	comp240085_c0_seq2
XP_015762826.1	GASU01086831.1	adi_EST_assem_27229	comp8434_c0_seq2	NA	c026246	Locus_1723_Transcript_1/1_Confidence_1.0_Length_705	Contig_38391	isotig20771	NA	comp236101_c0_seq1	comp42523_c0_seq1	jgi|Nemve1|174073|estExt_gwp.C_2860019	NA	NA	FX462506.1	Unigene28042_Mix_Normal_N	c9572_g1_i1	bu_91849.1_c23000	c55613_g1_i1	comp197449_c0_seq1	comp23224_c0_seq2	Spi_isotig08525	comp247154_c0_seq2
XP_015748874.1	NA	adi_EST_assem_15589	NA	NA	c005793	NA	Contig_41399	NA	NA	NA	NA	NA	NA	NA	FX438645.1	NA	NA	NA	NA	NA	NA	NA	comp246076_c0_seq1
XP_015758654.1	GASU01015265.1	adi_EST_assem_7636	NA	NA	c022034	NA	Contig_33302	NA	comp1920_c1_seq3	comp6977_c0_seq1	comp27068_c0_seq1	NA	NA	NA	FX460676.1	Unigene113353_Mix_Normal_N	c14038_g1_i1	NA	NA	comp23507_c0_seq2	NA	NA	comp247655_c1_seq7
XP_015748359.1	NA	NA	NA	NA	c016168	NA	Contig_3721	NA	NA	NA	NA	jgi|Nemve1|114326|e_gw.124.173.1	NA	NA	NA	NA	c16028_g1_i1	NA	c33599_g1_i1	NA	NA	Spi_isotig11016	NA
XP_015766648.1	NA	adi_EST_assem_12152	NA	NA	c007499	NA	Contig_2224	NA	NA	NA	NA	NA	NA	NA	NA	Unigene116383_Mix_Normal_N	NA	NA	NA	comp15590_c0_seq1	NA	NA	NA
XP_015763098.1	GASU01039898.1	adi_EST_assem_16419	NA	NA	c006007p	NA	Contig_20873	isotig13764	comp122620_c0_seq1	comp14647_c0_seq1	NA	jgi|Nemve1|136839|e_gw.384.23.1	comp31761_c0_seq2	isotig05640	FX465529.1	Unigene20555_Mix_Normal_N	c7044_g1_i1	NA	NA	comp7998_c0_seq1	comp39564_c0_seq1	Spi_isotig02267	comp205042_c0_seq1
XP_015774800.1	NA	adi_EST_assem_26613	comp55239_c0_seq1	NA	c028902	Locus_10342_Transcript_1/1_Confidence_1.0_Length_1005	Contig_38991	NA	NA	comp20286_c0_seq1	comp104011_c0_seq1	jgi|Nemve1|248604|estExt_fgenesh1_pg.C_7330006	NA	NA	FX442288.1	NA	c9550_g1_i1	bu_91849.1_c32522	c20899_g1_i1	comp59360_c0_seq1	comp83500_c0_seq1	Spi_isotig09204	NA
XP_015754929.1	GASU01015280.1	adi_EST_assem_17974	NA	NA	c009720p	NA	Contig_4800	NA	NA	NA	comp13229_c1_seq4	NA	comp49169_c0_seq1	NA	FX462656.1	Unigene34341_Mix_Normal_N	c10124_g1_i1	NA	c49551_g1_i1	comp9578_c0_seq1	comp178222_c0_seq1	NA	NA
XP_015760523.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp4680_c0_seq1	NA	jgi|Nemve1|14817|gw.382.5.1	NA	NA	FX482490.1	Unigene136517_Mix_Normal_N	NA	NA	c52660_g1_i1	NA	comp24438_c0_seq1	NA	NA
XP_015753221.1	NA	NA	NA	NA	c027478	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX444819.1	NA	NA	NA	c45220_g1_i1	comp37349_c0_seq1	NA	Spi_isotig08309	NA
XP_015761503.1	GASU01083565.1	adi_EST_assem_18508	NA	NA	c009609	NA	Contig_2607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015762585.1	NA	adi_EST_assem_9556	NA	NA	c015982	NA	Contig_12368	NA	NA	NA	comp12124_c1_seq1	jgi|Nemve1|44064|gw.348.38.1	NA	NA	FX504948.1	NA	NA	NA	c45444_g1_i1	comp79131_c0_seq1	NA	Spi_isotig00582	comp179768_c0_seq1
XP_015774278.1	GASU01092712.1	adi_EST_assem_16490	NA	NA	c022255	NA	Contig_8014	isotig15634	NA	NA	NA	jgi|Nemve1|217765|fgenesh1_pg.scaffold_312000006	NA	NA	NA	NA	c14978_g1_i1	NA	NA	comp72062_c0_seq1	NA	NA	NA
XP_015751813.1	GASU01079772.1	NA	NA	NA	c025896	NA	NA	NA	comp5291_c0_seq2	comp11535_c0_seq13	NA	NA	NA	NA	FX453431.1	NA	NA	NA	c38709_g2_i1	comp12315_c0_seq1	NA	NA	NA
XP_015777818.1	NA	NA	NA	NA	NA	NA	Contig_12518	NA	NA	NA	NA	NA	NA	NA	FX461136.1	NA	NA	NA	c190131_g1_i1	NA	NA	NA	comp250357_c0_seq1
XP_015753654.1	GASU01081360.1	adi_EST_assem_18545	NA	NA	c015907	NA	Contig_79	isotig12829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015754752.1	GASU01080503.1	adi_EST_assem_28719	NA	NA	c006758p	NA	NA	isotig14106	comp5412_c0_seq1	comp10447_c0_seq1	comp76573_c0_seq2	NA	NA	NA	FX453994.1	NA	NA	bu_91849.1_c21076	c54534_g1_i1	comp31352_c0_seq1	comp26799_c0_seq2	Spi_isotig07617	NA
XP_015765705.1	GASU01061918.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX800452.1	NA	NA	NA	NA	NA	NA	Spi_isotig05499	comp257796_c0_seq2
XP_015755790.1	GASU01048741.1	adi_EST_assem_14300	NA	NA	c022927	NA	NA	NA	NA	NA	comp11589_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c56066	c57780_g1_i2	NA	comp54332_c0_seq1	NA	NA
XP_015771631.1	GASU01092304.1	adi_EST_assem_12249	NA	NA	c013976	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX471289.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015776400.1	GASU01014709.1	NA	NA	contig152966	c020431	NA	Contig_2719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015752030.1	GASU01029980.1	adi_EST_assem_21329	NA	NA	NA	NA	Contig_228	NA	NA	comp6229_c0_seq1	NA	NA	comp43298_c0_seq1	NA	FX503711.1	NA	NA	NA	c44520_g1_i1	comp63021_c0_seq1	NA	NA	comp248382_c0_seq1
XP_015766374.1	NA	NA	NA	NA	NA	NA	NA	NA	comp69200_c0_seq1	NA	comp115518_c0_seq1	NA	NA	NA	NA	NA	c1859_g1_i1	NA	c53076_g2_i2	comp24259_c0_seq1	comp100000_c0_seq1	Spi_isotig05404	NA
XP_015750077.1	NA	NA	NA	NA	c034239	NA	Contig_170	NA	NA	comp143548_c0_seq1	NA	jgi|Nemve1|231159|fgenesh1_pm.scaffold_411000001	NA	NA	FX464506.1	NA	c12531_g1_i1	bu_91849.1_c42354	c38002_g1_i1	comp94075_c0_seq1	comp51500_c0_seq1	NA	comp262612_c0_seq5
XP_015756034.1	GASU01092065.1	adi_EST_assem_15604	NA	NA	c009265	NA	Contig_31645	isotig11544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c59891_g2_i1	NA	NA	NA	NA
XP_015754085.1	NA	NA	comp24964_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene134249_Mix_Normal_N	c16991_g1_i1	NA	c49674_g1_i1	comp4135_c0_seq2	NA	NA	NA
XP_015777353.1	GASU01087149.1	NA	NA	NA	c013731	Locus_76172_Transcript_1/1_Confidence_1.0_Length_1374	Contig_1959	NA	comp33237_c0_seq1	comp53019_c0_seq2	comp55856_c0_seq1	NA	NA	NA	FX474750.1	NA	c15733_g1_i1	bu_91849.1_c19078	c9010_g1_i1	comp25555_c0_seq1	NA	Spi_isotig07280	comp252610_c1_seq5
XP_015754859.1	GASU01079799.1	NA	NA	NA	c016082	NA	Contig_13619	NA	comp34608_c0_seq1	NA	NA	NA	comp26742_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015767164.1	NA	adi_EST_assem_11848	NA	NA	c020710	NA	Contig_1833	NA	NA	NA	NA	NA	NA	NA	NA	Unigene127144_Mix_Normal_N	NA	NA	c45543_g1_i1	comp42190_c0_seq1	NA	Spi_isotig08276	NA
XP_015779311.1	GASU01014762.1	NA	NA	contig106027	NA	NA	Contig_2464	isotig20894	NA	comp1670_c0_seq1	NA	NA	NA	NA	FX441529.1	Unigene115250_Mix_Normal_N	c12098_g1_i1	NA	c45736_g1_i2	comp10446_c0_seq3	NA	Spi_isotig12187	NA
XP_015770997.1	NA	NA	NA	contig148647	NA	NA	Contig_8681	isotig10024	comp5166_c0_seq2	comp85856_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp72498_c0_seq1	NA	NA	NA
XP_015759959.1	NA	adi_EST_assem_12946	NA	NA	NA	Locus_9019_Transcript_1/2_Confidence_1.0_Length_1357	Contig_41879	NA	comp44167_c0_seq1	NA	comp118752_c0_seq1	NA	NA	NA	FX463542.1	NA	NA	bu_91849.1_c19054	c58425_g2_i3	NA	NA	Spi_isotig02621	NA
XP_015769257.1	NA	adi_EST_assem_5318	NA	NA	c001908m	NA	NA	isotig09603	comp27983_c0_seq1	NA	comp36620_c0_seq3	jgi|Nemve1|242848|estExt_fgenesh1_pg.C_730090	NA	NA	FX468754.1	NA	NA	NA	NA	comp117058_c0_seq1	NA	NA	comp232034_c0_seq3
XP_015756917.1	NA	NA	comp10303_c0_seq2	NA	NA	Locus_4359_Transcript_5/7_Confidence_1.0_Length_1549	NA	NA	comp10105_c0_seq24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp183303_c0_seq1	NA	NA	NA
XP_015772158.1	NA	NA	NA	NA	c025880	Locus_9057_Transcript_2/2_Confidence_1.0_Length_480	NA	NA	NA	comp73432_c0_seq2	comp6786_c0_seq63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015763207.1	NA	adi_EST_assem_6918	comp102713_c0_seq1	NA	c000385p	NA	Contig_30844	NA	NA	NA	NA	jgi|Nemve1|234831|estExt_fgenesh1_pm.C_640005	comp46208_c0_seq1	NA	NA	Unigene58958_Mix_Normal_N	NA	NA	c58147_g1_i1	NA	NA	Spi_isotig08007	NA
XP_015769744.1	NA	adi_EST_assem_4187	NA	NA	c002654p	NA	Contig_27993	isotig09470	comp34238_c0_seq1	NA	comp15685_c0_seq2	NA	comp43129_c0_seq1	isotig03499	NA	Unigene147915_Mix_Normal_N	NA	NA	c53266_g1_i1	NA	NA	NA	comp239538_c0_seq1
XP_015749409.1	NA	adi_EST_assem_13913	NA	NA	c018036	NA	NA	NA	NA	comp54639_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255989_c0_seq4
XP_015775321.1	NA	NA	NA	NA	c016120	NA	NA	NA	NA	comp238516_c0_seq1	NA	NA	NA	NA	FX477491.1	NA	NA	NA	c52549_g1_i2	NA	NA	NA	comp244059_c0_seq7
XP_015755663.1	NA	adi_EST_assem_8733	comp172553_c0_seq1	NA	c024720	NA	NA	NA	comp34661_c1_seq1	NA	NA	NA	comp13611_c0_seq1	NA	FX455420.1	Unigene98898_Mix_Normal_N	NA	NA	NA	comp64707_c0_seq1	NA	NA	comp261436_c0_seq4
XP_015768292.1	GASU01092227.1	NA	NA	NA	c010551	NA	Contig_42499	NA	NA	comp87121_c0_seq1	comp106506_c0_seq1	jgi|Nemve1|245712|estExt_fgenesh1_pg.C_1730027	NA	NA	FX466238.1	NA	NA	bu_91849.1_c29806	c52289_g1_i2	comp60474_c0_seq1	NA	NA	comp172319_c0_seq1
XP_015750544.1	NA	NA	NA	contig18858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258079_c1_seq6
XP_015769105.1	GASU01072535.1	NA	NA	NA	c007845p	NA	NA	NA	NA	NA	NA	jgi|Nemve1|206860|fgenesh1_pg.scaffold_74000056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp208702_c0_seq2
XP_015779615.1	GASU01009060.1	adi_EST_assem_10951	NA	NA	c002394	NA	Contig_41478	NA	comp33199_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258473_c0_seq5
XP_015756031.1	GASU01016267.1	adi_EST_assem_10751	NA	NA	NA	NA	Contig_22574	NA	comp77385_c0_seq1	NA	NA	jgi|Nemve1|161979|estExt_gwp.C_260124	NA	NA	FX460372.1	NA	NA	NA	c55625_g2_i1	NA	NA	NA	comp256923_c1_seq1
