			K00181	K03209	K00182	K00312	K00408	K00444	K00445	K00572	K00714	K01064	K01357	K01384	K01558	K01645	K19882	K01691	K19614	K16834	K02165	K02166	K02176	K02185	K02222	K02306	K02432	K02235	K02329	K02354	K02375	K02376	K02842	K04690	K03068	K10162	K08960	K02353	K03069	K03096	K03097	K03115	K03213	K03344	K03345	K03083	K02105	K02157	K04385	K02085	K08957	K02620	K04490	K04491	K04492	K04493	K04494	K04495	K04496	K04497	K04498	K04499	K04501	K04427	K04468	K04377	K04448	K04502	K04503	K10151	K10152	K04504	K01397	K04505	K04345	K04451	K04506	K04507	K03094	K04508	K03362	K03347	K03868	K08110	K04510	K04511	K19626	K04512	K04513	K17388	K04392	K07860	K07861	K04440	K05858	K04515	K04348	K06268	K02677	K19662	K19663	K04446
							Bm1_06555																																							Bm1_49835	Bm1_41790																																Bm1_03975										Bm1_27290							Bm1_37225						
																																														Bm1_43900																																																								
E.Ani	Loa	loa	LOAG_07740				LOAG_01678	LOAG_06706						LOAG_04188	LOAG_10399										LOAG_01461		LOAG_07931			LOAG_15254	LOAG_02770		LOAG_17537		LOAG_02628		LOAG_05803	LOAG_16931			LOAG_03081	LOAG_02447				LOAG_00254	LOAG_16713	LOAG_02197		LOAG_06213	LOAG_01275			LOAG_17858					LOAG_17339		LOAG_18068	LOAG_02114	LOAG_08923	LOAG_02503	LOAG_18800					LOAG_18148				LOAG_17037	LOAG_18601	LOAG_07717	LOAG_09726	LOAG_11664	LOAG_02338	LOAG_03965	LOAG_03465	LOAG_00942	LOAG_03239		LOAG_03616		LOAG_10571	LOAG_18539	LOAG_00098	LOAG_02423	LOAG_03639		LOAG_06394	LOAG_11693	LOAG_16338	LOAG_16912	LOAG_17712	LOAG_03379	LOAG_15630			
							LOAG_11262																																			LOAG_14120				LOAG_09639					LOAG_01274																												LOAG_17244								LOAG_11716		LOAG_03538					LOAG_17611	LOAG_16339				LOAG_06588			
							LOAG_15729																																							LOAG_03082					LOAG_01276																																						LOAG_03537													
																																														LOAG_08206																																																								
E.Ani	Trichinella	tsp	Tsp_09292		Tsp_07695		Tsp_10191	Tsp_02528						Tsp_04250	Tsp_02499										Tsp_04044					Tsp_09666	Tsp_07874		Tsp_10378		Tsp_07485	Tsp_01340		Tsp_08621			Tsp_00251	Tsp_04477	Tsp_10412			Tsp_01486	Tsp_08140	Tsp_05616		Tsp_08011	Tsp_10907			Tsp_02818					Tsp_11485		Tsp_00559	Tsp_09265	Tsp_07524		Tsp_01235		Tsp_05337							Tsp_01814a	Tsp_00969	Tsp_05266	Tsp_03055		Tsp_10531	Tsp_10677	Tsp_05213	Tsp_02228			Tsp_00787	Tsp_03132			Tsp_08554		Tsp_03972			Tsp_05770	Tsp_02544	Tsp_02594	Tsp_08323	Tsp_02876	Tsp_12157			
							Tsp_08592																													Tsp_14066						Tsp_04474				Tsp_01003	Tsp_14258														Tsp_00995		Tsp_07523				Tsp_05339							Tsp_01814	Tsp_00967		Tsp_12832		Tsp_09873	Tsp_10679											Tsp_04387				Tsp_02482	Tsp_02592						
																																																																										Tsp_12773	Tsp_03463				Tsp_10534																Tsp_13132							
																																																																															Tsp_10533																							
E.Ani	Helobdella	hro	HELRODRAFT_9832	HELRODRAFT_6391	HELRODRAFT_1773		HELRODRAFT_1827	HELRODRAFT_1164		HELRODRAFT_1849			HELRODRAFT_8347	HELRODRAFT_1153	HELRODRAFT_7903		HELRODRAFT_6545	HELRODRAFT_1731				HELRODRAFT_8864	HELRODRAFT_1137				HELRODRAFT_1910						HELRODRAFT_1212		HELRODRAFT_1648			HELRODRAFT_7058			HELRODRAFT_1661	HELRODRAFT_1049				HELRODRAFT_6866	HELRODRAFT_1894	HELRODRAFT_7426		HELRODRAFT_1319	HELRODRAFT_8663				HELRODRAFT_1071				HELRODRAFT_1569		HELRODRAFT_1911	HELRODRAFT_1913	HELRODRAFT_7643	HELRODRAFT_6936	HELRODRAFT_1075		HELRODRAFT_1345			HELRODRAFT_6843	HELRODRAFT_9247			HELRODRAFT_8735	HELRODRAFT_6769	HELRODRAFT_1071	HELRODRAFT_6938	HELRODRAFT_1853	HELRODRAFT_6729	HELRODRAFT_1851	HELRODRAFT_1123	HELRODRAFT_1098	HELRODRAFT_8639		HELRODRAFT_1032	HELRODRAFT_1303		HELRODRAFT_6409	HELRODRAFT_6795		HELRODRAFT_6900			HELRODRAFT_8919	HELRODRAFT_1891	HELRODRAFT_1555	HELRODRAFT_1539	HELRODRAFT_6960	HELRODRAFT_8685			
							HELRODRAFT_9060	HELRODRAFT_1580		HELRODRAFT_8522				HELRODRAFT_1915	HELRODRAFT_8949												HELRODRAFT_6327						HELRODRAFT_9584		HELRODRAFT_1707			HELRODRAFT_1126			HELRODRAFT_9080					HELRODRAFT_1042	HELRODRAFT_1080			HELRODRAFT_1919	HELRODRAFT_6386										HELRODRAFT_1303		HELRODRAFT_8819				HELRODRAFT_1158							HELRODRAFT_1141	HELRODRAFT_6785										HELRODRAFT_1951			HELRODRAFT_8956	HELRODRAFT_1577		HELRODRAFT_1560				HELRODRAFT_1099	HELRODRAFT_1556	HELRODRAFT_6724	HELRODRAFT_6506	HELRODRAFT_8895			
								HELRODRAFT_1864						HELRODRAFT_1851	HELRODRAFT_9084																				HELRODRAFT_1752											HELRODRAFT_8190					HELRODRAFT_7087										HELRODRAFT_9587						HELRODRAFT_1702								HELRODRAFT_1874														HELRODRAFT_1115		HELRODRAFT_8462				HELRODRAFT_9202		HELRODRAFT_1574	HELRODRAFT_1262	HELRODRAFT_1573			
																																			HELRODRAFT_1619																HELRODRAFT_1862										HELRODRAFT_1212														HELRODRAFT_7062																						HELRODRAFT_1863					
																																																													HELRODRAFT_1684														HELRODRAFT_8872																											
																																																													HELRODRAFT_1928														HELRODRAFT_6561																											
																																																																											HELRODRAFT_9432																											
																																																																											HELRODRAFT_1581																											
																																																																											HELRODRAFT_1107																											
																																																																											HELRODRAFT_9869																											
																																																																											HELRODRAFT_1565																											
																																																																											HELRODRAFT_1690																											
E.Ani	Lottia	lgi	LOTGIDRAFT_2344	LOTGIDRAFT_1709	LOTGIDRAFT_1399		LOTGIDRAFT_1309	LOTGIDRAFT_1307	LOTGIDRAFT_1365	LOTGIDRAFT_1795		LOTGIDRAFT_1800	LOTGIDRAFT_8940	LOTGIDRAFT_1093	LOTGIDRAFT_1056		LOTGIDRAFT_1067								LOTGIDRAFT_7312		LOTGIDRAFT_1393			LOTGIDRAFT_2013	LOTGIDRAFT_2008		LOTGIDRAFT_2289		LOTGIDRAFT_1719	LOTGIDRAFT_1745		LOTGIDRAFT_1701			LOTGIDRAFT_1846	LOTGIDRAFT_2259	LOTGIDRAFT_1696			LOTGIDRAFT_1859	LOTGIDRAFT_2052	LOTGIDRAFT_5893		LOTGIDRAFT_8137	LOTGIDRAFT_2041								LOTGIDRAFT_1609		LOTGIDRAFT_1361	LOTGIDRAFT_2015	LOTGIDRAFT_1310	LOTGIDRAFT_2170	LOTGIDRAFT_1367		LOTGIDRAFT_7942			LOTGIDRAFT_1909					LOTGIDRAFT_1905		LOTGIDRAFT_1150	LOTGIDRAFT_2328	LOTGIDRAFT_1878	LOTGIDRAFT_2259	LOTGIDRAFT_2385	LOTGIDRAFT_2157	LOTGIDRAFT_2068		LOTGIDRAFT_2092	LOTGIDRAFT_6200		LOTGIDRAFT_1598	LOTGIDRAFT_2071	LOTGIDRAFT_2154	LOTGIDRAFT_2303			LOTGIDRAFT_1303	LOTGIDRAFT_1239	LOTGIDRAFT_1065	LOTGIDRAFT_1835	LOTGIDRAFT_2160	LOTGIDRAFT_2111			
							LOTGIDRAFT_1521						LOTGIDRAFT_1365				LOTGIDRAFT_2291																			LOTGIDRAFT_1515																															LOTGIDRAFT_1205																						LOTGIDRAFT_1085		LOTGIDRAFT_1871				LOTGIDRAFT_1078			LOTGIDRAFT_2273				
																																																																																									LOTGIDRAFT_1080													
																																																																																									LOTGIDRAFT_2056													
																																																																																									LOTGIDRAFT_1700													
																																																																																									LOTGIDRAFT_2337													
E.Ani	Crassostrea	crg	105321139	105348242	105340175		105343129	105346960	105348241	105337729	105317364	105348248	105348240	105322578	105325704		105330154	105322045						105333988	105349010		105332594			105334062	105345251		105348550		105348704	105343871		105324971			105331087	105329091	105345605			105346012	105320742	105334024		105323165	105341513			105329818					105332049		105335677	105317753	105331371	105332318	105343157	105337948	105341654			105330764				105337858	105336635		105333460	105323726	105325178	105333476	105349031	105325130	105317988		105334359	105339963	105326210	105341767	105321104	105324520	105328475			105338795	105335651	105341112	105341116	105335836	105335066			
								105323305				105347794					105322000										105325013				105346358				105338573						105332856	105329094									105349226										105328278														105318624			105324875				105336369					105319221		105321105	105325511	105323369				105343409			105327957				
																											105324307															105320946																																															105321106	105336327	105333654				105318640							
																																																																																									105342780		105344224											
																																																																																									105342781		105321031											
																																																																																									105342783													
																																																																																									105342794													
E.Ani	Octopus	obi	106871820	106878311	106880752		106874406	106870281	106878314	106876541	106872351	106882622	106878304		106871965		106878702	106871144							106881467		106881898			106874964	106871811		106883907		106868258	106870678		106876540			106878394	106871969				106867885	106873176	106867786		106883440	106875713			106876393					106874741		106876257	106883175	106876392	106880926	106883051		106868153			106878898		106868399		106879938	106874074		106875559	106873458	106875753	106873508	106884274	106871142	106882699		106883430	106873219	106868434	106880744	106867931	106876226	106867178			106878992	106884061	106881423	106874522	106878873	106874285			
								106883934		106883469							106877088																		106880891																										106867061																					106880546						106882457			106871346				106870488	106874089						
										106878439																																																																																												
E.Ani	Schistosoma	smm			Smp_167140		Smp_151400	Smp_145140															Smp_062560				Smp_118970				Smp_139180		Smp_174350					Smp_020300			Smp_099030	Smp_025010					Smp_023550	Smp_166200		Smp_139190	Smp_067810										Smp_105910	Smp_064050.2	Smp_033950.2		Smp_140700									Smp_153960	Smp_152330		Smp_000650		Smp_052910	Smp_098760	Smp_099930	Smp_150270		Smp_105200.1	Smp_012570				Smp_072140		Smp_062300.1			Smp_172240	Smp_146330	Smp_011660.2	Smp_126260	Smp_064950	Smp_176360			
																																																																											Smp_194610									Smp_105200.3													Smp_141950					
E.Ani	Nematostella	nve	NEMVE_v1g51461	NEMVE_v1g158342			NEMVE_v1g194914	NEMVE_v1g235248					NEMVE_v1g211618		NEMVE_v1g106241		NEMVE_v1g88708						NEMVE_v1g200285				NEMVE_v1g171640			NEMVE_v1g139208	NEMVE_v1g183962		NEMVE_v1g168924		NEMVE_v1g158520			NEMVE_v1g50431			NEMVE_v1g166091	NEMVE_v1g245041	NEMVE_v1g245445			NEMVE_v1g190252	NEMVE_v1g121800	NEMVE_v1g182113			NEMVE_v1g161273							NEMVE_v1g163545			NEMVE_v1g106064	NEMVE_v1g186514	NEMVE_v1g248037	NEMVE_v1g87118	NEMVE_v1g233772	NEMVE_v1g178332	NEMVE_v1g238589	NEMVE_v1g232694		NEMVE_v1g237657							NEMVE_v1g93606	NEMVE_v1g166897	NEMVE_v1g164893	NEMVE_v1g186024	NEMVE_v1g228088	NEMVE_v1g189228	NEMVE_v1g169697		NEMVE_v1g113928			NEMVE_v1g247373	NEMVE_v1g243859		NEMVE_v1g244319			NEMVE_v1g92175	NEMVE_v1g101739	NEMVE_v1g220432	NEMVE_v1g245588	NEMVE_v1g159419	NEMVE_v1g93932			
